Area,n_measurements,waterbody_type,query,latitude,longitude
"Owenavorragh, OWENAVORRAGH_030",81,River,OWENAVORRAGH,52.64222,-6.22111
"Suir, Clonmel",81,River,Clonmel,52.355,-7.70389
"Owenavorragh, OWENAVORRAGH_060",81,River,OWENAVORRAGH,52.64222,-6.22111
"Suir, LINGAUN_020",81,River,LINGAUN,52.35,-7.36667
"Nore, CLOGH_010",81,River,CLOGH,53.7,-9.3
"Nore, GULLY_020",81,River,GULLY,52.94306,-7.44722
"Suir, THONOGE_020",81,River,THONOGE,52.33472,-7.90278
"Nore, Clonmel",81,River,Clonmel,52.355,-7.70389
"Erne, ERNE_100",81,River,ERNE,54.50534,-8.24507
"Erne, KNAPPAGH_010",81,River,KNAPPAGH,54.0325,-6.96583
"Bandonllen, Roaring Water Bay",81,Coastal,Roaring Water Bay,,
"Barrow, Ballyglass",81,River,Ballyglass,53.17361,-8.75778
"Suir, MULTEEN (EAST)_040",80,River,MULTEEN,52.51667,-8.01667
"Suir, MULTEEN (EAST)_020",80,River,MULTEEN,52.51667,-8.01667
"Erne, Major Lough Stream_010",80,River,Major Lough Stream,,
"Suir, LINGAUN_030",80,River,LINGAUN,52.35,-7.36667
"Suir, TAR_010",80,River,TAR,52.28333,-7.83333
"Laune-Maine-Dingle Bay, DEENAGH_010",80,River,DEENAGH,52.05,-9.53333
"Donegal Bay North, GLEN (CARRICK)_030",80,River,GLEN,54.34111,-8.38667
"Suir, CLODIAGH (PORTLAW)_050",80,River,CLODIAGH,52.29,-7.28583
"Suir, WHELAN'S BRIDGE STREAM_010",80,River,WHELAN'S BRIDGE STREAM,,
"Nore, DININ (SOUTH)_010",80,River,DININ,52.59611,-6.91889
"Newry, Fane, Glyde and Dee, WHITE (LOUTH)_010",80,River,WHITE,54.1125,-6.97194
"Suir, BURNCOURT_020",80,River,BURNCOURT,52.31278,-8.03778
"Colligan-Mahon, BRICKEY_020",80,River,BRICKEY,52.06278,-7.64083
"Boyne, YELLOW (CASTLEJORDAN)_030",80,River,YELLOW,53.38556,-7.08361
"Moy _ Killala Bay, YELLOW (KNOCK)_020",80,River,YELLOW,53.38556,-7.08361
"Nore, MUNSTER_020",80,River,MUNSTER,52.91962,-8.97256
"Corrib, TERRYLAND_010",80,River,TERRYLAND,53.28889,-9.05472
"Newry, Fane, Glyde and Dee, GLYDE_050",79,River,GLYDE,53.88306,-6.35
"Suir, DRISH_030",79,River,DRISH,52.66639,-7.80306
"Cork Harbour, Moy Killala, CARRIGAHORIG STREAM_010",79,River,CARRIGAHORIG STREAM,,
"Suir, FISHMOYNE_020",79,River,FISHMOYNE,52.72722,-7.93583
"Nore, KING'S (KILKENNY)_040",79,River,KING'S,53.31528,-7.94722
"Suir, MULTEEN_040",79,River,MULTEEN,52.51667,-8.01667
"Colligan-Mahon, DALLIGAN_010",79,River,DALLIGAN,52.10583,-7.51111
"Suir, ROSSESTOWN_030",79,River,ROSSESTOWN,52.71389,-7.80139
"Suir, ROSSESTOWN_020",79,River,ROSSESTOWN,52.71389,-7.80139
"Laune-Maine-Dingle Bay, Long Range",79,Lake,Long Range,52.0,-9.55
"Suir, CLODIAGH (TIPPERARY)_040",79,River,CLODIAGH,52.29,-7.28583
"Colligan-Mahon, ARAGLIN (COLLIGAN)_010",79,River,ARAGLIN,52.15639,-8.22722
"Lower Shannon (A), Ennell",79,Lake,Ennell,53.46667,-7.4
"Suir, Slieve Phelim",79,River,Slieve Phelim,,
"Lower Shannon (D), Slieve Phelim",79,River,Slieve Phelim,,
"Suir, KILLENAULE STREAM_020",79,River,KILLENAULE STREAM,,
"Suir, CLODIAGH (PORTLAW)_010",79,River,CLODIAGH,52.29,-7.28583
"Suir, FISHMOYNE_030",79,River,FISHMOYNE,52.72722,-7.93583
"Suir, CLODIAGH (TIPPERARY)_030",79,River,CLODIAGH,52.29,-7.28583
"Colligan-Mahon, KILMURRIN COVE STREAM_010",79,River,KILMURRIN COVE STREAM,,
"Colligan-Mahon, COLLIGAN_040",79,River,COLLIGAN,52.10444,-7.63667
"Lower Shannon (C), Slieve Phelim",79,River,Slieve Phelim,,
"Slaney _ Wexford Harbour, GLASHA (SLANEY)_010",79,River,GLASHA,52.61861,-6.60222
"Suir, ROCKWELL STREAM_010",79,River,ROCKWELL STREAM,,
"Lower Shannon (D), BILBOA_020",79,River,BILBOA,52.58222,-8.32972
"Liffey and Dublin Bay, LEMONSTOWN STREAM_010",78,River,LEMONSTOWN STREAM,,
"Moy _ Killala Bay, CASTLEBAR_010",78,River,CASTLEBAR,53.83893,-9.3466
"Suir, ROSSESTOWN_010",78,River,ROSSESTOWN,52.71389,-7.80139
"Colligan-Mahon, MAHON_010",78,River,MAHON,52.13806,-7.36278
"Colligan-Mahon, BRICKEY_010",78,River,BRICKEY,52.06278,-7.64083
"Suir, BLACK STREAM (CASHEL)_010",78,River,BLACK STREAM,51.96167,-8.42778
"Newry, Fane, Glyde and Dee, BALLYMASCANLAN_010",78,River,BALLYMASCANLAN,54.01978,-6.36125
"Cork Harbour, Moy Killala, YELLOW (KNOCK)_020",78,River,YELLOW,53.38556,-7.08361
"Suir, OUTERAGH STREAM_020",78,River,OUTERAGH STREAM,,
"Boyne, MOYNALTY_040",78,River,MOYNALTY,53.78861,-6.88278
"Colligan-Mahon, TAY_010",78,River,TAY,53.10472,-6.26861
"Colligan-Mahon, Belle",78,Lake,Belle,52.18806,-7.02306
"Suir, Carrigavantry",78,Lake,Carrigavantry,,
"Lough Neagh _ Lower Bann, BLACKWATER (MONAGHAN)_020",78,River,BLACKWATER,51.85,-9.75
"Nore, DELOUR_010",78,River,DELOUR,52.97611,-7.54389
"Erne, ERNE_110",78,River,ERNE,54.50534,-8.24507
"Suir, MULTEEN_030",78,River,MULTEEN,52.51667,-8.01667
"Erne, BUNNOE_030",78,River,BUNNOE,54.05806,-7.22806
"Suir, NIER_030",78,River,NIER,52.27722,-7.78444
"Suir, NIER_010",78,River,NIER,52.27722,-7.78444
"Suir, DRISH_060",78,River,DRISH,52.66639,-7.80306
"Suir, DRISH_040",78,River,DRISH,52.66639,-7.80306
"Ovoca-Vartry, GLENMACNASS_010",78,River,GLENMACNASS,53.00361,-6.29694
"Suir, DAWN_020",78,River,DAWN,52.2275,-7.3325
"Erne, Lower Lough Macnean",78,Lake,Lower Lough Macnean,,
"Suir, CLODIAGH (TIPPERARY)_020",78,River,CLODIAGH,52.29,-7.28583
"Slaney _ Wexford Harbour, CLONMORE STREAM_010",78,River,CLONMORE STREAM,53.27722,-7.5775
"Lough Neagh _ Lower Bann, CLONTIBRET STREAM_010",77,River,CLONTIBRET STREAM,,
"Owenavorragh, BRACKAN_010",77,River,BRACKAN,52.62889,-6.30056
"Moy _ Killala Bay, EIGNAGH_010",77,River,EIGNAGH,54.01585,-8.86641
"Nore, DONAGHMORE STREAM_010",77,River,DONAGHMORE STREAM,,
"Newry, Fane, Glyde and Dee, FLURRY_030",77,River,FLURRY,,
"Nore, DELOUR_030",77,River,DELOUR,52.97611,-7.54389
"Galway Bay South East, RAFORD_010",77,River,RAFORD,53.22778,-8.72972
"Moy _ Killala Bay, POLLAGH_040",77,River,POLLAGH,53.27667,-7.70806
"Moy _ Killala Bay, POLLAGH_010",77,River,POLLAGH,53.27667,-7.70806
"Corrib, SINKING_010",77,River,SINKING,,
"Newry, Fane, Glyde and Dee, CASTLETOWN_020",77,River,CASTLETOWN,52.8475,-8.90861
"Galway Bay South East, RAFORD_020",77,River,RAFORD,53.22778,-8.72972
"Suir, BREAGAGH (TIPPERARY)_010",77,River,BREAGAGH,52.68611,-7.76472
"Newry, Fane, Glyde and Dee, DEE_090",77,River,DEE,53.8825,-6.34972
"Bandonllen, Clonakilty Harbour",77,Transitional,Clonakilty Harbour,51.61062,-8.8539
"Nore, TONET_030",77,River,TONET,,
"Slaney _ Wexford Harbour, SOW_040",77,River,SOW,52.37778,-6.45139
"Nore, TONET_020",77,River,TONET,,
"Foyle, BURN DAURNETT_010",77,River,BURN DAURNETT,54.79611,-7.77778
"Corrib, DALGAN_050",77,River,DALGAN,53.61667,-8.86667
"Moy _ Killala Bay, CLYDAGH (CASTLEBAR)_020",77,River,CLYDAGH,53.94833,-9.17894
"Moy _ Killala Bay, MANULLA_010",77,River,MANULLA,53.83333,-9.18333
"Corrib, SINKING_030",77,River,SINKING,,
"Nore, MOUNTRATH_020",77,River,MOUNTRATH,52.9625,-7.37028
"Sligo Bay _ Drowse, FINNED_010",77,River,FINNED,54.29444,-8.99861
"Newry, Fane, Glyde and Dee, CULLY WATER_010",77,River,CULLY WATER,,
"Cork Harbour, Moy Killala, BURN DAURNETT_010",76,River,BURN DAURNETT,54.79611,-7.77778
"Corrib, HEADFORD STREAM_020",76,River,HEADFORD STREAM,,
"Nore, KILLEEN (DELOUR)_010",76,River,KILLEEN,53.00917,-7.57167
"Newry, Fane, Glyde and Dee, GLYDE_040",76,River,GLYDE,53.88306,-6.35
"Ovoca-Vartry, AUGHRIM (WICKLOW)_010",76,River,AUGHRIM,52.82917,-6.22432
"Nore, NORE_010",76,River,NORE,52.42417,-6.95806
"Moy _ Killala Bay, SLIEVECLAUR_010",76,River,SLIEVECLAUR,,
"Moy _ Killala Bay, YELLOW (FOXFORD)_010",76,River,YELLOW,53.38556,-7.08361
"Cork Harbour, Moy Killala, YELLOW (FOXFORD)_010",76,River,YELLOW,53.38556,-7.08361
"Slaney _ Wexford Harbour, MINE_010",76,River,MINE,52.82861,-6.23028
"Moy _ Killala Bay, CARROWKERIBLY LOUGH STREAM_010",76,River,CARROWKERIBLY LOUGH STREAM,,
"Mal Bay, INAGH (ENNISTYMON)_030",76,River,INAGH,53.5154,-9.74298
"Shannon Estuary South, Limerick Dock",76,Transitional,Limerick Dock,,
"Galway Bay North, OWENGOWLA_010",76,River,OWENGOWLA,53.39694,-9.7875
"Corrib, CLARE (GALWAY)_010",76,River,CLARE,52.91962,-8.97256
"Suir, DRISH_020",76,River,DRISH,52.66639,-7.80306
"Corrib, CONG CANAL_010",76,River,CONG CANAL,,
"foyal, OWENGOWLA_010",76,River,OWENGOWLA,53.39694,-9.7875
"Ovoca-Vartry, REDCROSS_020",76,River,REDCROSS,52.84179,-6.09992
"Bandonllen, Lower Bandon Estuary",76,Transitional,Lower Bandon Estuary,,
"Erne, FINN (MONAGHAN)_010",76,River,FINN,54.86111,-8.13861
"Owenavorragh, OWENAVORRAGH_020",76,River,OWENAVORRAGH,52.64222,-6.22111
"Moy _ Killala Bay, GLENREE_030",76,River,GLENREE,54.11667,-9.15
"Nore, DININ (MAIN CHANNEL)_010",76,River,DININ,52.59611,-6.91889
"Corrib, CLARE (GALWAY)_050",76,River,CLARE,52.91962,-8.97256
"Corrib, GLENSAUL_010",76,River,GLENSAUL,,
"Foyle, REELAN_020",76,River,REELAN,55.09167,-7.79306
"Slaney _ Wexford Harbour, BORO_010",76,River,BORO,52.46778,-6.56111
"Suir, BLACK (TWOMILEBORRIS)_010",76,River,BLACK,54.08222,-7.14611
"Tralee Bay-Feale, Lee K Estuary",76,Transitional,Lee K Estuary,,
"Tralee Bay-Feale, OWENMORE (KERRY)_010",76,River,OWENMORE,54.12034,-9.83337
"Corrib, CLARE (GALWAY)_070",76,River,CLARE,52.91962,-8.97256
"Suir, ARGLO_020",76,River,ARGLO,52.54361,-7.92972
"Moy _ Killala Bay, MAD_010",75,River,MAD,54.09912,-8.77438
"Sligo Bay _ Drowse, EASKY_030",75,River,EASKY,54.15667,-8.84944
"Ovoca-Vartry, AVONMORE_040",75,River,AVONMORE,52.88333,-6.23333
"Newry, Fane, Glyde and Dee, TERMONFECKIN_010",75,River,TERMONFECKIN,53.76333,-6.26778
"Erriff-Clew Bay, CULFIN_010",75,River,CULFIN,,
"Sligo Bay _ Drowse, BUNCROWEY_010",75,River,BUNCROWEY,54.23306,-8.91833
"Erriff-Clew Bay, DAWROS_030",75,River,DAWROS,53.57167,-9.96167
"Erne, ROO_010",75,River,ROO,53.91646,-9.15559
"Suir, OUTERAGH STREAM_010",75,River,OUTERAGH STREAM,,
"Erriff-Clew Bay, CARROWBEG (WESTPORT)_030",75,River,CARROWBEG,53.89952,-9.63526
"Corrib, FINNY_010",75,River,FINNY,53.56667,-9.48333
"Cork Harbour, Moy Killala, CASTLEBAR_010",75,River,CASTLEBAR,53.83893,-9.3466
"Erriff-Clew Bay, BALLINABOY_020",75,River,BALLINABOY,51.79944,-8.53167
"Cork Harbour, Moy Killala, EIGNAGH_010",75,River,EIGNAGH,54.01585,-8.86641
"Erriff-Clew Bay, OWENGLIN_010",75,River,OWENGLIN,53.48719,-10.01435
"Corrib, ROBE_040",75,River,ROBE,53.63333,-9.28333
"Slaney _ Wexford Harbour, BANN_010",75,River,BANN,52.545,-6.54306
"Erriff-Clew Bay, DAWROS_040",75,River,DAWROS,53.57167,-9.96167
"Corrib, ABBERT_030",75,River,ABBERT,53.41667,-8.88333
"Erriff-Clew Bay, BUNDORRAGHA_010",75,River,BUNDORRAGHA,53.6,-9.75
"Moy _ Killala Bay, TUBBERCURRY STREAM_010",75,River,TUBBERCURRY STREAM,,
"Corrib, AILLE (MAYO)_030",75,River,AILLE,53.76709,-9.40783
"Erriff-Clew Bay, NEWPORT (MAYO)_010",75,River,NEWPORT,53.88504,-9.55674
"Galway Bay South East, CARRA STREAM_010",75,River,CARRA STREAM,,
"Sligo Bay _ Drowse, OWENBEG (COOLANEY)_030",75,River,OWENBEG,52.85167,-7.32833
"Suir, ARGLO_010",75,River,ARGLO,52.54361,-7.92972
"Sligo Bay _ Drowse, OWENMORE (SLIGO)_020",75,River,OWENMORE,54.12034,-9.83337
"Foyle, BUNADAOWEN_010",75,River,BUNADAOWEN,54.73806,-7.87361
"Erriff-Clew Bay, TRAHEEN_010",75,River,TRAHEEN,53.54694,-9.98167
"Nore, CAPPANACLOGHY_010",75,River,CAPPANACLOGHY,,
"Cork Harbour, Moy Killala, POLLAGH_040",75,River,POLLAGH,53.27667,-7.70806
"Lower Shannon (A), CLODIAGH (TULLAMORE)_040",75,River,CLODIAGH,52.29,-7.28583
"Cork Harbour, Moy Killala, POLLAGH_010",75,River,POLLAGH,53.27667,-7.70806
"Lower Shannon (D), SMALL (TIPPERARY)_010",74,River,SMALL,52.71111,-8.405
"Corrib, BLACK (SHRULE)_030",74,River,BLACK,54.08222,-7.14611
"Galway Bay North, OWENRIFF (SOUTH GALWAY)_010",74,River,OWENRIFF,,
"Moy _ Killala Bay, DEEL (CROSSMOLINA)_020",74,River,DEEL,52.61806,-8.98694
"Corrib, DALGAN_020",74,River,DALGAN,53.61667,-8.86667
"Slaney _ Wexford Harbour, KNICKEEN_010",74,River,KNICKEEN,52.99667,-6.5475
"Corrib, DALGAN_030",74,River,DALGAN,53.61667,-8.86667
"Sligo Bay _ Drowse, OWENBEG (COOLANEY)_010",74,River,OWENBEG,52.85167,-7.32833
"Sligo Bay _ Drowse, CLOONEEN (SLIGO)_030",74,River,CLOONEEN,52.97778,-9.14528
"Sligo Bay _ Drowse, DUNNEILL_010",74,River,DUNNEILL,54.265,-8.85972
"Corrib, GRANGE (GALWAY)_020",74,River,GRANGE,52.77444,-8.01194
"Corrib, AILLE (MAYO)_040",74,River,AILLE,53.76709,-9.40783
"Cork Harbour, Moy Killala, CLYDAGH (CASTLEBAR)_020",74,River,CLYDAGH,53.94833,-9.17894
"Cork Harbour, Moy Killala, CARROWKERIBLY LOUGH STREAM_010",74,River,CARROWKERIBLY LOUGH STREAM,,
"Corrib, LEVALLY STREAM_010",74,River,LEVALLY STREAM,,
"Lower Shannon (D), DOON STREAM_010",74,River,DOON STREAM,,
"Corrib, CREGG_010",74,River,CREGG,53.49667,-9.93917
"Cork Harbour, Moy Killala, MANULLA_010",74,River,MANULLA,53.83333,-9.18333
"Cork Harbour, Moy Killala, GLENREE_030",74,River,GLENREE,54.11667,-9.15
"Nore, BREGAGH (KILKENNY)_020",74,River,BREGAGH,,
"Ovoca-Vartry, GLENMACNASS_020",74,River,GLENMACNASS,53.00361,-6.29694
"Slaney _ Wexford Harbour, DERREEN_080",74,River,DERREEN,53.82816,-9.17346
"Ovoca-Vartry, THREE MILE WATER_020",74,River,THREE MILE WATER,52.92275,-6.02844
"Moy _ Killala Bay, EIGNAGH_030",74,River,EIGNAGH,54.01585,-8.86641
"Moy _ Killala Bay, OWENGARVE (SLIGO)_020",74,River,OWENGARVE,53.43333,-9.7
"foyal, OWENRIFF (SOUTH GALWAY)_010",74,River,OWENRIFF,,
"Sligo Bay _ Drowse, BALLYMOTE STREAM_010",74,River,BALLYMOTE STREAM,,
"Suir, MOYLE_030",74,River,MOYLE,52.40056,-7.63528
"Galway Bay South East, KILCOLGAN_040",74,River,KILCOLGAN,53.21667,-8.91667
"Galway Bay South East, Kinvarra Bay",74,Transitional,Kinvarra Bay,53.16389,-8.95667
"Galway Bay South East, CLARINBRIDGE_040",74,River,CLARINBRIDGE,53.22639,-8.88306
"Galway Bay South East, CLARINBRIDGE_050",74,River,CLARINBRIDGE,53.22639,-8.88306
"Sligo Bay _ Drowse, DOONOWNEY_010",74,River,DOONOWNEY,54.36722,-8.56806
"Sligo Bay _ Drowse, DOONFLIN_010",74,River,DOONFLIN,54.24186,-8.76313
"Sligo Bay _ Drowse, UNSHIN_010",74,River,UNSHIN,54.52028,-8.07917
"Boyne, NADREEGEEL LOUGH STREAM_020",74,River,NADREEGEEL LOUGH STREAM,,
"Sligo Bay _ Drowse, BUNNANADDAN STREAM_010",74,River,BUNNANADDAN STREAM,,
"Galway Bay South East, KILCOLGAN_050",74,River,KILCOLGAN,53.21667,-8.91667
"Colligan-Mahon, Lower Blackwater M Estuary / Youghal Harbour",74,Transitional,Lower Blackwater M Estuary / Youghal Harbour,,
"Sligo Bay _ Drowse, DRUMCLIFF_010",74,River,DRUMCLIFF,54.33,-8.50917
"Sligo Bay _ Drowse, FINNED_020",74,River,FINNED,54.29444,-8.99861
"Sligo Bay _ Drowse, OWENMORE (SLIGO)_060",74,River,OWENMORE,54.12034,-9.83337
"Erne, SWANLINBAR_010",73,River,SWANLINBAR,54.24073,-7.60112
"Erne, ERNE_020",73,River,ERNE,54.50534,-8.24507
"Slaney _ Wexford Harbour, DERREEN_040",73,River,DERREEN,53.82816,-9.17346
"Liffey and Dublin Bay, MAYNE_010",73,River,MAYNE,53.40643,-6.1295
"Corrib, SRAH STREAM_010",73,River,SRAH STREAM,,
"Corrib, FAILMORE_010",73,River,FAILMORE,,
"Cork Harbour, Moy Killala, SLIEVECLAUR_010",73,River,SLIEVECLAUR,,
"Corrib, DOOGHTA_020",73,River,DOOGHTA,,
"Cork Harbour, Moy Killala, TRIMOGE_020",73,River,TRIMOGE,53.91199,-9.02275
"Erriff-Clew Bay, ERRIFF_040",73,River,ERRIFF,53.61667,-9.66667
"Corrib, CLARE (GALWAY)_030",73,River,CLARE,52.91962,-8.97256
"Nanny-Delvin, WARD_020",73,River,WARD,53.62444,-6.88611
"Corrib, ROBE_010",73,River,ROBE,53.63333,-9.28333
"Donagh-Moville, CLONMANY_020",73,River,CLONMANY,55.27972,-7.435
"Sligo Bay _ Drowse, OWENMORE (SLIGO)_040",73,River,OWENMORE,54.12034,-9.83337
"Nanny-Delvin, WARD_040",73,River,WARD,53.62444,-6.88611
"Moy _ Killala Bay, TRIMOGE_020",73,River,TRIMOGE,53.91199,-9.02275
"Sligo Bay _ Drowse, WILLSBOROUGH STREAM_010",73,River,WILLSBOROUGH STREAM,,
"Erriff-Clew Bay, NEWPORT (MAYO)_030",73,River,NEWPORT,53.88504,-9.55674
"Erriff-Clew Bay, OWENGLIN_030",73,River,OWENGLIN,53.48719,-10.01435
"Ovoca-Vartry, AVONMORE_010",73,River,AVONMORE,52.88333,-6.23333
"Erriff-Clew Bay, ERRIFF_020",73,River,ERRIFF,53.61667,-9.66667
"Erriff-Clew Bay, ERRIFF_030",73,River,ERRIFF,53.61667,-9.66667
"Slaney _ Wexford Harbour, ASSALY_010",73,River,ASSALY,,
"Moy _ Killala Bay, CLOONAGHMORE_040",72,River,CLOONAGHMORE,54.23333,-9.26667
"Moy _ Killala Bay, CLOONAGHMORE_020",72,River,CLOONAGHMORE,54.23333,-9.26667
"Upper Shannon (E), Coosan",72,Lake,Coosan,,
"Corrib, ABBERT_020",72,River,ABBERT,53.41667,-8.88333
"Upper Shannon (E), Ballaghkeeran",72,Lake,Ballaghkeeran,,
"Upper Shannon (D), BALLINURE_010",72,River,BALLINURE,53.27667,-8.185
"Lower Shannon (C), BALLINTOTTY_010",72,River,BALLINTOTTY,52.86194,-8.15444
"Galway Bay South East, CARROWMONEASH (Oranmore)_010",72,River,CARROWMONEASH,,
"Nanny-Delvin, BROADMEADOW_040",72,River,BROADMEADOW,,
"Erne, BUNNOE_010",72,River,BUNNOE,54.05806,-7.22806
"Galway Bay North, Barna (Stream)_010",72,River,Barna,53.25194,-9.14972
"Galway Bay North, POLLEEN_010",72,River,POLLEEN,,
"Cork Harbour, Moy Killala, SHANGANAGH_010",72,River,SHANGANAGH,52.63694,-9.58385
"Liffey and Dublin Bay, Powerstown (Dublin)_010",72,River,Powerstown,52.61806,-6.98361
"Cork Harbour, Moy Killala, CLOONAGHMORE_020",72,River,CLOONAGHMORE,54.23333,-9.26667
"Liffey and Dublin Bay, CAMAC_040",72,River,CAMAC,,
"Donegal Bay North, Eske",72,Lake,Eske,54.7,-8.03333
"Cork Harbour, Moy Killala, CLOONAGHMORE_040",72,River,CLOONAGHMORE,54.23333,-9.26667
"Cork Harbour, Moy Killala, EIGNAGH_030",72,River,EIGNAGH,54.01585,-8.86641
"Cork Harbour, Moy Killala, BELLAWADDY_020",72,River,BELLAWADDY,54.21,-9.1
"Corrib, SRAHNALONG_010",72,River,SRAHNALONG,,
"Galway Bay North, CASHLA_010",72,River,CASHLA,53.28167,-9.53306
"Nanny-Delvin, WARD_030",72,River,WARD,53.62444,-6.88611
"foyal, CASHLA_010",72,River,CASHLA,53.28167,-9.53306
"Liffey and Dublin Bay, TOLKA_040",72,River,TOLKA,53.35781,-6.23287
"foyal, POLLEEN_010",72,River,POLLEEN,,
"Bandonllen, Upper Bandon Estuary",72,Transitional,Upper Bandon Estuary,,
"foyal, Barna (Stream)_010",72,River,Barna,53.25194,-9.14972
"Liffey and Dublin Bay, TOLKA_050",72,River,TOLKA,53.35781,-6.23287
"Cork Harbour, Moy Killala, LEAFFONY_020",72,River,LEAFFONY,54.26667,-9.06667
"Liffey and Dublin Bay, SANTRY_010",72,River,SANTRY,53.39812,-6.25268
"Liffey and Dublin Bay, TOLKA_030",72,River,TOLKA,53.35781,-6.23287
"Cork Harbour, Moy Killala, KILL OF THE GRANGE STREAM_010",72,River,KILL OF THE GRANGE STREAM,,
"Nore, COALBROOK STREAM_010",72,River,COALBROOK STREAM,,
"Erne, MADABAWN STREAM_010",71,River,MADABAWN STREAM,,
"Sligo Bay _ Drowse, UNSHIN_030",71,River,UNSHIN,54.52028,-8.07917
"Boyne, BLACKWATER (KELLS)_040",71,River,BLACKWATER,51.85,-9.75
"Shannon Estuary South, Slieve Phelim",71,River,Slieve Phelim,,
"Sligo Bay _ Drowse, DRUMCLIFF_020",71,River,DRUMCLIFF,54.33,-8.50917
"Galway Bay South East, KILCOLGAN_030",71,River,KILCOLGAN,53.21667,-8.91667
"Corrib, GRANGE (GALWAY)_010",71,River,GRANGE,52.77444,-8.01194
"Corrib, GRANGE (GALWAY)_040",71,River,GRANGE,52.77444,-8.01194
"Erne, ANNALEE_070",71,River,ANNALEE,54.04,-7.4075
"Boyne, RIVERSTOWN_010",71,River,RIVERSTOWN,54.13167,-8.39444
"Foyle, CROSS ROADS STREAM_010",71,River,CROSS ROADS STREAM,,
"Tralee Bay-Feale, OWVEG (KERRY)_020",71,River,OWVEG,52.35,-9.35
"Donegal Bay North, CLOGHANMORE_010",71,River,CLOGHANMORE,,
"Cork Harbour, Moy Killala, DEEL (CROSSMOLINA)_020",71,River,DEEL,52.61806,-8.98694
"Slaney _ Wexford Harbour, DERREEN_030",71,River,DERREEN,53.82816,-9.17346
"Lower Shannon (D), Derg HMWB",71,Lake,Derg HMWB,,
"Cork Harbour, Moy Killala, BELLAWADDY_010",71,River,BELLAWADDY,54.21,-9.1
"Lower Shannon (A), GORRAGH_010",71,River,GORRAGH,53.15806,-7.51556
"Nore, CAPPANACLOGHY_020",71,River,CAPPANACLOGHY,,
"Boyne, CHAPEL LAKE STREAM_010",71,River,CHAPEL LAKE STREAM,,
"Boyne, BLACKWATER (KELLS)_010",71,River,BLACKWATER,51.85,-9.75
"Suir, MOYLE_020",70,River,MOYLE,52.40056,-7.63528
"Boyne, MILLTOWNPASS_010",70,River,MILLTOWNPASS,53.43417,-7.24194
"Corrib, BEALANABRACK_020",70,River,BEALANABRACK,53.5,-9.53333
"Sligo Bay _ Drowse, UNSHIN_050",70,River,UNSHIN,54.52028,-8.07917
"Erne, ANNALEE_080",70,River,ANNALEE,54.04,-7.4075
"Sligo Bay _ Drowse, DRUMFIN_010",70,River,DRUMFIN,54.13106,-8.44387
"Foyle, ST JOHNSTON_010",70,River,ST JOHNSTON,54.93553,-7.46109
"Tralee Bay-Feale, GALEY_050",70,River,GALEY,52.43982,-9.60695
"Tralee Bay-Feale, GOWLANE_010",70,River,GOWLANE,51.69917,-9.90222
"Cork Harbour, Moy Killala, CROSS ROADS STREAM_010",70,River,CROSS ROADS STREAM,,
"Lower Shannon (B), KILCOMIN STREAM_030",70,River,KILCOMIN STREAM,,
"Lee, Cork Harbour and Youghal Bay, BUTLERSTOWN_030",70,River,BUTLERSTOWN,51.92639,-8.39167
"Lee, Cork Harbour and Youghal Bay, BUTLERSTOWN_020",70,River,BUTLERSTOWN,51.92639,-8.39167
"Ovoca-Vartry, NEWCASTLE (WICKLOW)_010",70,River,NEWCASTLE,52.44917,-9.06111
"Laune-Maine-Dingle Bay, FLESK (KERRY)_050",70,River,FLESK,52.03333,-9.51667
"Laune-Maine-Dingle Bay, GADDAGH_020",70,River,GADDAGH,52.08333,-9.7
"Upper Shannon (A), OWENGAR (LEITRIM)_010",70,River,OWENGAR,54.16361,-8.09917
"Boyne, LISLEA_010",70,River,LISLEA,54.11278,-7.25306
"Boyne, BLACKWATER (KELLS)_050",70,River,BLACKWATER,51.85,-9.75
"Liffey and Dublin Bay, DOUGLAS (LIFFEY)_010",70,River,DOUGLAS,52.88333,-6.95
"foyal, CRUMLIN (GALWAY BAY)_010",69,River,CRUMLIN,53.23694,-9.43972
"Laune-Maine-Dingle Bay, MILLTOWN (KERRY)_020",69,River,MILLTOWN,52.63389,-8.92278
"Gweebarra-Sheephaven, BRACKY_010",69,River,BRACKY,54.75306,-8.42389
"Gweebarra-Sheephaven, Shannagh",69,Lake,Shannagh,55.25417,-7.66417
"Tralee Bay-Feale, SMEARLAGH_030",69,River,SMEARLAGH,52.43917,-9.42889
"Galway Bay North, Anaserd",69,Lake,Anaserd,53.43222,-10.09528
"Lee, Cork Harbour and Youghal Bay, BLARNEY_010",69,River,BLARNEY,51.92167,-8.57389
"Galway Bay North, CRUMLIN (GALWAY BAY)_010",69,River,CRUMLIN,53.23694,-9.43972
"Donegal Bay North, TULLINTEANE_010",69,River,TULLINTEANE,,
"Donegal Bay North, BALLAGHDOO_020",69,River,BALLAGHDOO,54.63194,-8.59611
"Dunmanus-Bantry-Kenmare, CROANSHAGH_020",69,River,CROANSHAGH,51.76306,-9.78111
"Erne, AVAGHON LAKE STREAM_010",69,River,AVAGHON LAKE STREAM,,
"Dunmanus-Bantry-Kenmare, BLACKWATER (KERRY)_010",69,River,BLACKWATER,51.85,-9.75
"Tralee Bay-Feale, LEE (TRALEE)_030",69,River,LEE,54.53583,-8.05944
